,label,no_stop_words
8253,1,"['miss', 'town', 'hall', 'invest', 'infrastructur', 'planet', 'back', 'want', 'give', 'snippet', 'feel', 'sum', 'veri', 'import', 'subject', 'repair', 'road', 'amp', 'bridg', 'creat', 'good', 'pay', 'job', 'rural', 'oregon', 'onli', 'safeti', 'issu', 'creat', 'job', 'stimul', 'economi', 'instantli', 'futur', 'everi', 'dollar', 'invest', 'infrastructur', 'creat', 'two', 'dollar', 'econom', 'growth', 'walden', 'endors', 'trump', 'plan', 'give', 'infrastructur', 'corpor', 'interest', 'privat', 'say', 'know', 'work', 'repres', 'give', 'voic', 'peopl', 'directli', 'invest', 'infrastructur', 'creat', 'good', 'job', 'futur']"
8254,0,"['treat', 'insomnia', 'without', 'pay', 'fortun', 'offer', 'end', 'soon', 'last', 'chanc', 'tri', 'first', 'bag', 'free']"
8255,0,"['find', 'exactli', 'love—her', 'sampl', 'stun', 'design', 'society6', 'ha']"
8256,1,"['justic', 'collabor', 'alreadi', 'reshap', 'debat', 'crimin', 'justic', 'reform', 'get', 'start', 'next', '19', 'month', 'lead', '2020', 'presidenti', 'elect', 'time', 'support', 'justic', 'volunt', 'investig', 'expos', 'injustic', 'system', 'lift', 'bold', 'exampl', 'reform', 'shine', 'light', 'import', 'crimin', 'justic', 'report', 'make', 'crimin', 'justic', 'reform', 'prioriti', 'next', 'presid', 'like', 'consequenti', 'elect', 'lifetim', 'thu', 'far', 'work', 'import', 'ever', 'chip', 'join', 'rapidli', 'grow', 'movement']"
8257,0,"['earli', 'black', 'friday', 'sale', 'get', '70', 'discount', 'select', 'item', 'use', 'codebf2020', 'addit', '20']"
8258,0,"['wild', 'growth', 'product', 'avail', 'onlin', 'walmart', 'amazon', 'groupon', 'ebay', 'suggest', 'retail', '1299bottl', 'along', 'store', 'near', 'found', 'store', 'locat', 'httpsviewerblipstarcomblipstaruid2608790', '1', 'bottl', 'last', 'averag', '2', 'month']"
8259,0,"['’', 'thi', 'often', 'right', 'save', 'big', 'internet', '’', 'favorit', 'pan', 'make', 'want', 'actual', 'cook', 'home', 'whi', '8', 'piec', 'bulki', 'cookwar', 'realli', 'onli', 'need', 'one', 'use', 'code', 'supersal', '50']"
8260,1,"['presid', 'obama', 'endors', 'jacki', 'rosen', 'us', 'senat', 'earli', 'vote', 'alreadi', 'open', 'find', 'poll', 'place', 'make', 'plan', 'vote', 'today', 'find', 'conveni', 'poll', 'locat', 'votenvdemscom']"
8261,0,"['la', 'vega', 'get', 'free', 'famili', 'portrait', 'session', 'read', 'right', 'jan', '1st', 'everi', 'famili', 'inquir', 'join', 'ashley', 'tressler', 'photographi', 'famili', 'given', 'free', 'session', 'use', 'octob', '1st', '2021', 'stop', 'pay', 'pictur', 'hate', 'photograph', 'lack', 'passion', 'ashley', 'invit', 'experi', 'new', 'world', 'portrait', 'photographi', 'one', 'vega', 'sought', 'portrait', 'photograph', 'le…']"
8262,0,"['get', '1000', 'cash', 'back', 'toyota', 'new', '2021', 'corolla']"
8263,1,"['still', 'time', 'say', 'back', 'abnorm']"
8264,1,"['parent', 'schoolchoic', 'wa', 'ani', 'doubt', 'check', 'thi', 'new', 'edchoic', 'survey', 'parent', 'particip', 'america', 'largest', 'privat', 'school', 'choic', 'program', 'serv', '100000', 'student', 'survey', 'found', '92', 'happi', 'scholarship', 'amp', '89', 'happi', 'privat', 'school', 'abl', 'access', 'ton', 'fascin', 'tidbit', 'option']"
8265,0,"['million', 'browser', 'tab', 'open', 'better', 'way']"
8266,0,"['take', '30', 'sitewid', 'limit', 'time', 'use', 'code', 'singlesday30']"
8267,0,"['thi', 'bracelet', 'wa', 'gift', 'daughter', 'saw', 'knew', 'would', 'perfect', 'way', 'remind', 'strong', 'beauti', 'woman', 'ha', 'becom', 'love', 'wear', 'see', 'confid', 'grow', 'day', '—', 'tammi', 'richard', 'mintandlilycombeautifulgirl']"
8268,1,"['mark', 'bray', 'paradox', 'fascist', 'concept', 'law', 'shed', 'light', 'trump', 'administr', 'mission', 'systemat', 'reduc', 'nonwhit', 'popul', 'countri', 'regardless', 'exist', 'law', 'say']"
8269,1,"['vote', 'proposit', 'b', 'c', 'fund', 'program', 'increas', 'achiev', 'dalla', 'kid', 'retain', 'amp', 'reward', 'teacher', 'increas', 'earli', 'childhood', 'learn', 'program']"
8270,0,"['special', 'christma', 'present', 'wife', 'order', 'httpsfamilylovelive17228a38', 'avail', 'mani', 'style', 'color', 'size', 'ship', 'worldwid']"
8271,0,"['embark', 'journey', 'choos', 'answer', 'call', 'thi', 'journey', 'complet', 'transform', 'life', 'click', 'button', 'download', 'free', 'pdf', 'next', '100', 'day', 'transform', 'mind', 'bodi', 'spirit', 'make', 'unbeliev', 'stride', 'toward', 'compel', 'vision', 'future…']"
8272,1,"['state', 'texa', 'schedul', 'execut', 'innoc', 'man', 'novemb', '20', '2019']"
8273,1,"['applic', 'creativ', 'capit', 'award', 'open', 'artist', 'bold', 'project', 'push', 'societ', 'convers', 'forward', 'highli', 'competit', 'award', 'provid', 'project', 'fund', 'career', 'develop', 'servic', 'support', 'artist', 'toward', 'build', 'sustain', 'career', 'appli', '31', 'httpscreativecapitalorg', 'nowaccept']"
8274,1,"['jb', 'pritzker', 'mike', 'madigan', 'unit', 'rais', 'tax', 'increas', 'corrupt', 'bankrupt', 'illinoi', 'futur']"
8275,1,"['diana', 'lead', 'voic', 'environment', 'issu', 'congress', 'work', 'protect', 'colorado', 'public', 'land', 'global', 'environ', 'nation', 'fail', 'protect', 'environ', 'often', 'poorest', 'commun', 'suffer', 'diana', 'fight', 'threaten', 'colorado', 'way', 'life']"
8276,0,"['despit', 'veil', 'dark', 'alway', 'shine', 'burn', 'never', 'feel', 'alon', 'fearless', 'protector', 'keeper', 'secret', 'constant', 'warmth', 'forev', 'friend', '—', 'sister', 'sometim', 'separ', 'alway', 'connect', 'bond', 'truli', 'unbreak', 'bryananthoni', 'meaningfuljewelri']"
8277,0,"['celebr', 'special', 'peopl', 'life', 'card', 'shop', 'hallmarkcom', 'find', 'birthday', 'card', 'everyon', 'list']"
8278,0,"['kiwico', 'holiday', 'crate', 'back', 'spark', 'curios', 'athom', 'learn', 'kiwico', 'explor', 'design', 'tinker', 'project', 'inspir', 'kid', 'age']"
8279,0,"['1200g', 'yarn', 'bundl', 'knit', 'bag', 'free', 'join', 'let', 'knit', 'togeth']"
8280,1,"['albemarl', 'caucu', 'today', 'mon', '416', '530', 'door', 'close', '630', 'caucu', 'begin', 'detail', 'inform', 'candid', 'websit', 'httpalbemarledemsorgcaucu', 'event', 'page', 'httpswwwfacebookcomevents172826823373836']"
8281,0,"['sure', 'get', 'person', 'ha', 'everyth', 'tri', 'sentinelx', 'nfc']"
8282,1,"['investig', 'idaho', 'educ', 'system', 'behalf', 'public']"
8283,0,"['new', 'life', 'festiv', 'back', 'earn', 'bonu', 'xp', 'reward', 'jan', '5', 'celebr', 'dark', 'heart', 'skyrim']"
8284,0,"['learn', 'basic', 'track', 'custom', 'behavior', 'develop', 'action', 'plan', '—', '’', 'make', '1', 'donat', 'toward', 'good', 'caus']"
8285,1,"['blood', 'cancer', 'patient', 'need', 'support', 'ever', 'work', 'cure', 'blood', 'cancer', 'help', 'million']"
8286,1,"['biggest', 'citi', 'america', 'alreadi', 'adopt', 'cannabi', 'tax', 'like', 'prop', 'san', 'francisco', 'wait', 'pursu', 'thi', 'tax', 'sure', 'cannabi', 'tax', 'good']"
8287,1,"['ever', 'wonder', 'pipelin', 'built', 'watch', 'thi', 'video', 'learn', 'everyth', 'goe', 'pipelin', 'construct', 'process']"
8288,1,"['time', 'stand', 'kid', 'colorado', 'public', 'school', 'teacher', 'support', 'cari', 'kennedi', 'governor', 'becaus', 'alway', 'protect', 'educ', 'fund']"
8289,1,"['time', 'tackl', 'homeless', 'crisi', 'measur', 'c', 'hotel', 'tax', 'support', 'hotel', 'help', 'us', 'address', 'crisi', 'best', 'part', 'paid', 'tourist', 'san', 'diegan', 'find']"
8290,1,"['join', 'us', 'prevot', 'ralli', 'prepar', 'one', 'histor', 'event', 'new', 'york', 'state', 'histori', 'decis', '2017', 'vote', 'state', 'constitut', 'convent', 'shall', 'convent', 'revis', 'constitut', 'amend', 'new', 'york', 'say', 'ye', 'intend', 'prove', 'show', 'bring', 'friend', 'celebr', 'journey', 'year', 'ye', 'speaker', 'special', 'guest', 'lot', 'fun', 'let', 'show', 'mean', 'peopl', 'convent', 'thi', 'best', 'event', '2017']"
8291,0,"['’', 'taught', 'expect', 'moral', 'outcom', '’', 'stuff', 'come', 'victorian', 'novel', 'obvious', 'hate', '’', 'alway', 'hate', 'becaus', '’', 'world', 'madelelin', 'watt', 'spoke', 'jeanni', 'vanasco', 'believ', 'moral', 'novel', 'climat', 'fiction', 'risk', 'emerg', 'debut', 'novel', 'inland', 'sea']"
8292,0,"['usa', 'ship', 'free', '5', 'outsid', 'usa', '620000', 'comic', 'book', 'wwwnewkadiacom', 'becaus', 'ship', 'delay', 'april', '10', 'pennsylvania', 'gave', 'us', 'permiss', 'open', 'reduc', 'staff', 'order', 'place', 'april', '27', 'ship', 'within', '5', 'day', 'usual', 'ship', 'day', 'tell', 'friend', 'like', 'comic', 'free', 'ship', 'coronaviru', 'precaut', 'keep', 'safe…']"
8293,1,"['thi', 'detail', 'plan', 'begin', 'address', 'challeng', 'solv', 'road', 'bridg', 'problem', 'onc']"
8294,1,"['plu', '4', 'thing', 'need', 'befor', 'buy', 'home', 'partner', 'friend']"
8295,1,"['donat', 'support', 'lupu', 'research', 'give', 'befor', 'friday', 'juli', '26th', 'gift', 'match']"
8296,1,"['test', 'posit', 'coronaviru', 'could', 'face', 'veri', 'costli', 'treatment']"
8297,0,"['save', 'trip', 'groceri', 'store', 'sun', 'basket', 'delici', 'healthi', 'meal', 'deliv', 'straight', 'door', 'choos', 'breakfast', 'lunch', 'snack', 'dinner', 'plu', 'get', '4', 'free', 'gift', 'join', 'today', 'onthego', 'breakfast', 'easi', 'lunch', 'solut', 'plantforward', 'dinner']"
8298,1,"['team', 'biela', 'blitz', '15th', 'district', 'thi', 'come', 'saturday', 'sunday', 'meet', 'offic', '11am', 'saturday', 'noon', 'sunday', 'send', 'peopl', 'knock', 'door', 'andor', 'drop', 'literatur', 'door', 'depend', 'comfort', 'well', 'folk', 'day', 'cant', 'come', 'right', '11am', 'sat', '1pm', 'sunday', 'total', 'meet', 'later', 'day', 'also', 'bring', 'kid', 'put', 'door', 'hanger', 'door', 'kid', 'total', 'famili', 'activ', 'also', 'want', 'come', 'help', 'offic', 'work', 'ill', 'offic', 'start', '10am', 'saturday', 'put', 'work']"
8299,1,"['wont', 'silent', 'trump', 'administr', 'attempt', 'distract', 'undermin', 'countri', 'join', 'fight', 'healthcar', 'hous', 'racial', 'justic', 'reproduct', 'right', 'stronger', 'middl', 'class', 'dont', 'distractedjoin', 'fight', 'httpbitly2vwt2zm']"
8300,0,"['transform', 'simplifi', 'school', 'workspac', 'world', '’', 'first', 'thunderbolt™certifi', 'dualpow', 'dock']"
8301,1,"['pleas', 'share', 'ad', 'help', 'us', 'get', 'messag', 'donat', 'wwwbitlydonatemikele', 'thank', 'attorney', 'state', 'lesli', 'rutledg', 'wa', 'fire', 'gross', 'misconduct', 'abandon', 'foster', 'kid', 'attorney', 'gener', 'rais', 'million', 'dollar', 'drug', 'compani', 'flood', 'arkansa', 'deadli', 'opioid', 'wonder', 'refus', 'take', 'oppon', 'take', 'money', 'opioid', 'manufactur', 'attorney', 'gener', 'ill', 'take', 'court', 'compani', 'make', 'million', 'dollar', 'poison', 'peopl', 'stop', 'right', 'rehir', 'lesli', 'rutledg']"
8302,0,"['stock', 'cygnet', 'grousemoor', 'dk', '6', 'ball', '£10', '£280', 'plu', 'free', 'pdf', 'print', 'home', 'pattern', '’', 'avail', 'varieti', 'shade', 'machin', 'washabl', 'keep', 'qualiti', 'repeat', 'wash', 'grousemoor', 'dk', 'ideal', 'children', '’', 'lighter', 'weight', 'garment', 'classic', 'knit', 'jumper', 'cardigan', 'hurri', 'stock', 'last', 'shop', 'httpstheknittingnetworkcygnetgrousemoordkyarn6for…']"
8303,1,"['urgent', 'helpless', 'neglect', 'anim', 'need', 'help', 'aspca', 'guardian', 'monthli', 'gift', 'make', 'immedi', 'impact', 'effort', 'save', 'live', 'stop', 'cruelti', 'protect', 'innoc', 'anim', 'across', 'countri', 'pleas', 'donat']"
8304,1,"['feder', 'respons', 'covid19', 'must', 'includ', 'free', 'healthcar', 'everyon', 'affect', 'direct', 'cash', 'payment', 'expand', 'social', 'secur', 'paid', 'sick', 'leav', 'everyon', 'cancel', 'student', 'debt', 'evict', 'foreclosur', 'shutoff', 'deport', 'corpor', 'giveaway', 'enrich', 'ceo', 'dont', 'help', 'worker', 'defend', 'democraci', 'univers', 'vote', 'mail', 'sign', 'petit', 'agre']"
8305,0,"['get', 'holiday', 'shop', 'done', 'earli', '➠', 'buy', '1', 'face', 'shield®', 'get', '4', 'free', 'year', 'round', 'outdoor', 'protect']"
8306,0,"['hi', 'grant', 'cardon', 'hard', 'time', 'cold', 'call', 'prospect', 'follow', 'gener', 'make', 'sale', 'thi', 'economi', 'want', 'help', 'give', 'free', 'access', 'sale', 'train', 'program', 'limit', 'time', 'want', 'busi', 'come', 'side', 'tri', 'time', 'dont', 'want', 'surviv', 'want', 'thrive…']"
8307,0,"['turn', 'favorit', 'memori', 'masterpiec', 'upload', 'cherish', 'moment', 'artist', 'handl', 'rest', 'use', 'code', 'creat', '15', 'fairlightcocomprint', 'ma…']"
8308,0,"['100', 'natur', '0', 'advertis', 'print', 'franc', 'veget', 'ink', 'onli', 'good', 'thing', 'magazin', 'take', 'advantag', 'subscript', 'offer', 'januari']"
8309,1,"['thi', 'earth', 'day', 'let', 'start', 'build', 'better', 'tomorrow', 'us']"
8310,1,"['leonid', 'afremov', 'pass', 'away', 'hi', 'famili', 'sell', 'afremov', '’', 'paint', 'collect', 'price', 'start', '149', 'thank', 'support']"
8311,1,"['guid', 'elect', 'new', 'presid', 'campaign', 'manag', 'barack', 'obama']"
8312,1,"['fight', 'countri', 'still', 'love', 'india', 'come', 'spend', 'money', 'time', 'build', 'india', 'preserv', 'good', 'nobl', 'india', 'padma', 'shree', 'tv', 'mohanda', 'pai', 'rajiv', 'malhotra', 'effort', 'help', 'rajiv', 'effort', 'donat']"
8313,1,"['need', 'get', 'seriou', 'renew', 'energi', 'creat', 'job', 'amp', 'fight', 'climat', 'chang']"
8314,1,"['stay', 'spooki', 'stay', 'cool', 'stay', 'groovi', 'best', 'halloween', 'seller', 'stay', 'stylish', 'thi', 'halloween', 'thi', 'amaz', 'tee', 'plu', 'everi', 'purchas', 'made', 'help', 'support', 'shelter', 'anim', '190000', 'meal', 'donat', 'shelter', 'purchas', 'shop', 'halloween', 'collect', 'httpsbitly2kblsrg']"
8315,0,"['eat', 'clean', 'made', 'easi', 'greenchef', 'get', '90', 'across', 'five', 'box', 'includ', 'first', 'box', 'free', 'ship', 'black', 'friday', 'sale']"
8316,1,"['power', 'neighborhood', 'remind', 'come', 'togeth', 'caus', 'make', 'peopl', 'hear', 'us', 'listen', 'whi', 'somethingsometim', 'work', 'win', 'neighborhood', 'see', 'fdot', 'public', 'year', 'review', 'plan', 'add', 'ramp', 'macdil', 'right', 'smack', 'dab', 'middl', 'histor', 'neighborhood', 'near', 'school', 'park', 'home', 'ha', 'big', 'red', 'proud', 'everi', 'page', 'includ', 'pictur', 'show', 'west', 'tampa', 'specif', 'macfarlan', 'resid', 'attend', 'meet', 'seminar', 'particip', 'walk', 'transport', 'player', 'host', 'meet', 'invit', 'ani', 'neighborhood', 'west', 'tampa', 'attendnot', 'feel', 'proud', 'stay', 'engag', 'thi', 'wa', 'small', 'battl', 'continu', 'stay', 'top', 'ani', 'plan', 'directli', 'effect', 'way', 'live']"
8317,0,"['black', 'friday', 'offer', 'buy', '1', 'get', '1', 'free', 'digit', 'lordship', 'ladyship', 'titl', 'pack', 'get', 'person', 'alreadi', 'ha', 'everyth', 'make', 'lord', 'ladi']"
8318,1,"['fact', 'kid', 'color', 'like', 'attend', 'school', 'lack', 'suffici', 'resourc', 'thi', 'need']"
8319,1,"['puerto', 'rico', 'immedi', 'represent', 'elector', 'colleg', 'statehood', 'want', 'add', 'name', 'agre']"
8320,0,"['‘', 'ti', 'season', 'thirsti', 'spici', 'cranberryy', 'spritecranberri', 'back', 'popular', 'demand', 'better', 'believ', 'lebron', 'jame', 'dram', 'roll', 'extra', 'sprite', 'winter', 'spice', 'cranberri', 'cheer']"
8321,0,"['tagsforhopecom', 'design', 'today', 'fulli', 'customiz', 'lifetim', 'warranti', 'purchas', 'help', 'anim', 'need', 'shop']"
8322,0,"['5339', 'save', '11', 'green', 'man', 'game', 'final', 'time', 'hunt', 'camper', '80', 'style', 'get', 'copi', 'call', 'duti', 'black', 'op', 'cold', 'war', 'dont', 'miss', 'fun']"
8323,1,"['children', 'idea', 'futur', 'store', 'climat', 'ecolog', 'threat', 'quickli', 'move', 'beyond', 'control', 'whi', 'octob', '7th', 'rise', 'wont', 'stop', 'govern', 'act', 'pleas', 'donat', 'help', 'thousand', 'join', 'rebellion', 'extinctionrebellion']"
8324,1,"['huge', 'news', 'meet', 'trump', 'team', 'white', 'hous', 'republican', 'congressman', 'jim', 'renacci', 'announc', 'run', 'sherrod', 'renacci', 'one', 'richest', 'member', 'congress', 'support', 'rightw', 'special', 'interest', 'group', 'deep', 'pocket', 'need', 'grow', 'grassroot', 'team', 'fight', 'back', 'sign', 'contribut', 'stand', 'sherrod']"
8325,1,"['feel', 'overwhelm', 'heart', 'melt', 'love', 'posit', 'energi', 'receiv', '‘', 'courag', '’', 'thi', 'piec', 'wa', 'pretti', 'spontan', 'creat', '’', 'lucki', 'experi', 'paint', 'come', 'raw', 'magic', 'charg', 'wa', 'creat', 'mission', 'support', 'inner', 'child', 'veri', 'dear', 'friend', 'mine', 'help', '’', 'deepli', 'touch', 'emot', 'engag', 'life', 'stori', 'connect', 'thi', 'piec', 'truli', 'want', 't…']"
8326,1,"['deep', 'honor', 'endors', 'le', 'gwen', 'miller', 'thi', 'race', 'theyv', 'dedic', 'live', 'lift', 'hillsborough', 'commun', 'peopl', 'walk', 'life', 'across', 'thi', 'state', 'tri', 'true', 'public', 'servant', 'support', 'mean', 'great', 'deal', 'thi', 'state', 'famili', 'look', 'forward', 'campaign', 'alongsid', 'thi', 'summer', 'fall', 'teamgillum']"
8327,0,"['trim', 'edg', 'shave', 'hasslefre', 'philip', 'oneblad', 'subscript', 'deliveri', 'alway', 'free']"
8328,0,"['step', '1', 'treat', 'step', '2', 'done', 'shop', '→', 'wwwmoonmagiccomjewelri']"
8329,0,"['watch', 'elton', '’', 'offici', 'music', 'video', 'right', 'facebook', '‘', 'elton', 'song', '’', 'taken', 'jewel', 'box', 'first', 'appear', '1981', 'album', 'fox', 'tom', 'robinson', 'lyric', 'deal', 'frankli', 'gay', 'teenag', 'crush', 'anoth', 'boy', 'music', 'compar', 'stark', 'arrang', 'consist', 'piano', 'voic', 'string', 'synthes', 'thi', 'previous', 'unreleas', 'video', 'appear', 'video', 'album', 'fox', 'wa', 'never', 'shown', 'tv', 'theme', 'caus', 'consider…']"
8330,1,"['gil', 'know', 'part', 'someth', 'big', 'blue', 'wave', 'bring', 'progress', 'leader', 'congress', 'thi', 'fall']"
8331,0,"['share', 'bestkept', 'secret', 'chanc', 'win', '1000']"
8332,1,"['fantast', 'stori', 'public', 'higher', 'ed', 'advocaci', 'day', '2018', 'wbur', 'student', 'univers', 'massachusett', 'state', 'colleg', 'descend', 'beacon', 'hill', 'monday', 'ask', 'lawmak', 'mayb', 'lot', 'curb', 'rise', 'cost', 'public', 'higher', 'educ', 'massachusett']"
8333,0,"['code', 'enterpris', 'digit', 'leader', 'outperform', 'peer', 'one', 'take', 'quiz', 'today', 'find']"
8334,0,"['artist', 'lafremov', 'pass', 'away', 'hi', 'famili', 'sell', 'hi', 'paint', 'price', 'start', '149', 'thank', 'support']"
8335,1,"['children', 'deserv', 'safe', 'learn', 'environ', 'solid', 'rooftop', 'work', 'heat', 'air', 'condit', 'daili', 'herald', 'endors', 'ye', 'bond', 'gavin', 'district', '37', 'life', 'safeti', 'improv', 'futur', 'rememb', 'vote', 'ye', 'gavin', 'school', 'march', '20th']"
8336,1,"['ill', 'fight', 'trump', 'attack', 'medicar', 'medicaid', 'plan', 'parenthood', 'obama', 'care']"
8337,1,"['reason', 'take', 'action', 'fight', 'end', 'breast', 'cancer']"
8338,1,"['republican', 'brian', 'kemp', 'block', '53000', 'voter', 'registr', 'major', 'black', 'voter', 'run', 'governor', 'close', 'race', 'stacey', 'abram']"
8339,0,"['proven', 'solut', 'snore', '91', 'effect', 'clinic', 'studi', 'guarante', 'work', 'money', 'back', '…']"
8340,1,"['suggest', 'post', 'suggest', 'post', 'ye', 'one', 'ye', 'one', 'sponsor', 'paid', 'ohio', 'safe', 'amp', 'healthi', 'commun', 'campaign', 'sponsor', 'ohio', 'safe', 'amp', 'healthi', 'commun', 'campaign', '006', 'ye', 'one', 'sponsor', 'triangledown', 'triangleup', 'like', 'share', 'share', 'look', 'like', 'may', 'problem', 'play', 'thi', 'video', 'pleas', 'tri', 'restart', 'browser', 'close', 'ye', 'one', 'post', 'ye', 'one', '85921', 'view', 'learn', 'yesononeohcom', 'watch', 'resum', 'video', 'learn', 'yesononeohcom', 'yesononeohcom', 'ye', 'one', 'learn', 'ye', 'one', 'sponsor', 'like', 'share', 'ye', 'one', 'ye', 'one', '85921', 'view']"
8341,0,"['evasionisherefr', 'parenthesi', 'wellb', 'share', 'love', '3', 'day', 'away', 'everyday', 'life', 'cultiv', 'sens', 'massag', 'bubbl', 'bath', 'duet', 'gourmet', 'kitchen', 'would', 'recip', 'happi', 'learn', 'refil', 'batteri', 'weekend', '·', 'see', 'origin', '·', 'rate', 'thi', 'translat', 'evasionisherefr', 'parenthesi', 'wellb', 'share', 'love', '3', 'day', 'away', 'everyday', 'life', 'cultiv', 'sens', 'massag', 'bubbl', 'bath', 'duet', 'gourmet', 'kitchen', 'would', 'recip', 'happi', 'learn']"
8342,0,"['digit', 'market', 'tool', 'confus', 'expens', 'case', 'cybba', '’', 'digit', 'solut', '’', 'confid', 'valu', 'tool', '“', 'cybba', 'monday', '”', '’', 'hold', 'draw', 'free', 'month', 'cybba', 'market', 'solut', 'enter', 'simpli', 'fill', 'form', 'hit', 'submit', '’', 'got', 'noth', 'lose', 'whole', 'lot', 'lost', 'revenu', 'gain', 'draw', 'end', '1129', '1200am', 'est']"
8343,1,"['amidst', 'uncertainti', 'covid19', 'pandem', 'bate', 'faculti', 'student', 'staff', 'rose', 'occas', 'deliv', 'comprehens', 'residenti', 'colleg', 'experi']"
8344,0,"['get', 'first', 'box', '£5', 'bakedincouk', 'subscrib', 'bake', 'club', 'today', 'receiv', 'first', 'box', 'onli', '£5', 'well', 'deliv']"
8345,1,"['state', 'deserv', 'real', 'leader', 'fight', 'rise', 'insur', 'cost', 'help', 'peopl', 'insur', 'problem', 'put', 'need', 'first', 'vote', 'cindi', 'zeldin', 'insur', 'commission', 'may', '22nd', 'democrat', 'primari']"
8346,0,"['build', 'famili', 'portrait', 'perfect', 'uniqu', 'customis', 'personalis', 'uniqu', 'gift']"
8347,1,"['presid', 'trump', 'nation', 'rip', 'infant', 'mother', 'arm', 'presid', 'trump', 'nation', 'stuff', 'children', 'filthi', 'crowd', 'cage', 'presid', 'trump', 'nation', 'whose', 'presid', 'obstruct', 'justic', 'take', 'bribe', 'foreign', 'govern', 'youv', 'enough', 'trump', 'america', 'think', 'time', 'hold', 'account', 'hi', 'high', 'crime', 'misdemeanor', 'join', '5', 'million', 'american', 'agre', 'right', 'demand', 'hi', 'impeach', 'gt']"
8348,1,"['thank', 'gener', 'support', 'refuge', 'take', 'next', 'step', 'becom', 'mo']"
8349,1,"['final', 'trivia', 'event', 'googl', 'answer', 'pay', 'solv', '25', 'multilay', 'trivia', 'question', 'befor', 'everyon', 'els', 'youll', '1000', 'richer', 'wild', 'first', 'hunt', '500', 'prize', 'weve', 'prize', '1000', 'trivia', 'hunt', 'doubl', 'noth', 'get', 'friend', 'togeth', 'get', 'readi', 'hunt', 'saturday', 'februari', '13th', '8', 'pm', 'eastern']"
8350,0,"['legendari', 'irvin', 'raf', 'sheepskin', 'fli', 'jacket', 'worn', 'raf', 'heroic', 'pilot', 'wwii', 'made', 'real', 'sheepskin', 'leather', 'shearl', 'keep', 'realli', 'warm', 'winter', 'sale', 'clearanc', 'sale', 'price', 'realli', 'hard', 'beat', 'add', 'collect', 'today', 'order', 'wwwclothvvcomproductsrafsheepskinbomberjacket']"
8351,0,"['al', 'take', 'away', 'freedom', 'walk', 'talk', 'breath', 'strong', 'relentless', '’', 'stop', 'till', 'cure']"
8352,0,"['perfect', 'fall', '4', 'premium', 'tea', '4', 'differ', 'brand', 'chosen', 'base', 'prefer', 'get', '50', 'first', 'person', 'tea', 'box', 'code', 'fall50']"
8353,0,"['find', 'perfect', 'gift', 'fan', 'anyth', 'everyth', 'boxlunch', 'get', '20', 'almost', 'everyth', 'onlin', 'exclus', 'appli']"
8354,1,"['join', 'nrcm', 'partner', 'main', 'environment', 'advocaci', 'commun', 'learn', 'threat', 'environ', 'face', 'trump', 'administr', 'take', 'action', 'free', 'open', 'public', 'space', 'limit', 'pleas', 'rsvp', 'advanc', 'httpsnrcmsalsalabsorgandroscogginresist', 'first', 'youll', 'learn', 'specif', 'propos', 'trump', 'administr', 'member', 'congress', 'weaken', 'environment', 'law', 'youll', 'learn', 'citizen', 'advocaci', 'skill', 'youll', 'need', 'fight', 'back', 'main', 'environ', 'youll', 'gain', 'import', 'citizen', 'knowhow', 'includ', 'lobbi', 'legisl', 'best', 'get', 'messag', 'use', 'social', 'media', 'letter', 'editor', 'proud', 'partner', 'main', 'audubon', 'appalachian', 'mountain', 'club', 'midcoast', 'conserv', 'main', 'conserv', 'voter', 'main', 'public', 'health', 'associ', 'thi', 'event', 'free', 'registr', 'httpsnrcmsalsalabsorgandroscogginresist']"
8355,1,"['democrat', 'mike', 'cooney', 'gear', 'take', 'greg', 'gianfort', 'montana', 'governor', '2020', 'like', 'hi', 'page', 'join', 'fight']"
8356,0,"['new', 'singl', 'famili', 'home', 'sell', 'mid', '400k', 'embrey', 'mill', 'masterplan', 'commun', 'i95', 'stafford', 'va', 'mile', 'trail', 'park', 'clubhous', 'pool', 'dog', 'park', 'onsit', 'café', 'commun', 'garden', 'much', 'alway', 'someth', 'embrey', 'mill', 'readi', 'set', 'go', 'shop', 'visit', 'tour', 'way', 'person', 'virtually…']"
8357,0,"['dont', 'miss', 'limit', 'time', 'black', 'friday', 'deal', 'select', 'virtual', 'privat', 'server', 'order']"
8358,1,"['second', 'amend', 'hunt', 'get', 'one', 'gt', 'httpsshopasmdsscomwhenallthegunshavebeenbann']"
8359,1,"['job', 'everyon', 'especi', 'job', 'activ', 'duti', 'servic', 'member', 'mi']"
8360,1,"['without', 'clean', 'water', 'thousand', 'refuge', 'like', 'fall', 'ill', 'die', 'diseas', 'like', 'diphtheria', 'cholerafamili', 'desper', 'need', 'help', 'thi', 'summer', 'help', 'us', 'sink', 'well', 'refuge', 'camp', 'sadaqah', 'jariyah']"
8361,0,"['thank', 'screenshot', 'featur', 'come', 'standard', 'everi', 'smartphon', 'laugh', 'cringey', 'text', 'exchang', 'two', 'stranger']"
